Indicator,Year,STATE,AGE,STD
Gonorrhea,2018,Pennsylvania,15-19,"2,514"
Gonorrhea,2019,Pennsylvania,0-14,112
Gonorrhea,2019,Pennsylvania,15-19,"2,655"
Gonorrhea,2020,Pennsylvania,0-14,147
Gonorrhea,2020,Pennsylvania,15-19,"3,213"
Gonorrhea,2021,Pennsylvania,0-14,145
Gonorrhea,2021,Pennsylvania,15-19,"3,527"
Primary and Secondary Syphilis,2000,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2000,Pennsylvania,15-19,6
Primary and Secondary Syphilis,2001,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2001,Pennsylvania,15-19,4
Primary and Secondary Syphilis,2002,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2002,Pennsylvania,15-19,1
Primary and Secondary Syphilis,2003,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2003,Pennsylvania,15-19,6
Primary and Secondary Syphilis,2004,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2004,Pennsylvania,15-19,2
Primary and Secondary Syphilis,2005,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2005,Pennsylvania,15-19,7
Primary and Secondary Syphilis,2006,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2006,Pennsylvania,15-19,17
Primary and Secondary Syphilis,2007,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2007,Pennsylvania,15-19,13
Primary and Secondary Syphilis,2008,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2008,Pennsylvania,15-19,22
Primary and Secondary Syphilis,2009,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2009,Pennsylvania,15-19,30
Primary and Secondary Syphilis,2010,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2010,Pennsylvania,15-19,29
Primary and Secondary Syphilis,2011,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2011,Pennsylvania,15-19,23
Primary and Secondary Syphilis,2012,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2012,Pennsylvania,15-19,25
Primary and Secondary Syphilis,2013,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2013,Pennsylvania,15-19,20
Primary and Secondary Syphilis,2014,Pennsylvania,0-14,2
Primary and Secondary Syphilis,2014,Pennsylvania,15-19,43
Primary and Secondary Syphilis,2015,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2015,Pennsylvania,15-19,47
Primary and Secondary Syphilis,2016,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2016,Pennsylvania,15-19,35
Primary and Secondary Syphilis,2017,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2017,Pennsylvania,15-19,33
Primary and Secondary Syphilis,2018,Pennsylvania,0-14,1
Primary and Secondary Syphilis,2018,Pennsylvania,15-19,42
Primary and Secondary Syphilis,2019,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2019,Pennsylvania,15-19,36
Primary and Secondary Syphilis,2020,Pennsylvania,0-14,0
Primary and Secondary Syphilis,2020,Pennsylvania,15-19,50
Primary and Secondary Syphilis,2021,Pennsylvania,0-14,2
Primary and Secondary Syphilis,2021,Pennsylvania,15-19,62
Chlamydia,2000,Rhode Island,0-14,46
Chlamydia,2000,Rhode Island,15-19,923
Chlamydia,2001,Rhode Island,0-14,61
Chlamydia,2001,Rhode Island,15-19,952
Chlamydia,2002,Rhode Island,0-14,45
Chlamydia,2002,Rhode Island,15-19,904
Chlamydia,2003,Rhode Island,0-14,41
Chlamydia,2003,Rhode Island,15-19,941
Chlamydia,2004,Rhode Island,0-14,54
Chlamydia,2004,Rhode Island,15-19,"1,073"
Chlamydia,2005,Rhode Island,0-14,34
Chlamydia,2005,Rhode Island,15-19,"1,075"
Chlamydia,2006,Rhode Island,0-14,33
Chlamydia,2006,Rhode Island,15-19,"1,046"
Chlamydia,2007,Rhode Island,0-14,42
Chlamydia,2007,Rhode Island,15-19,"1,060"
Chlamydia,2008,Rhode Island,0-14,28
Chlamydia,2008,Rhode Island,15-19,"1,111"
Chlamydia,2009,Rhode Island,0-14,38
Chlamydia,2009,Rhode Island,15-19,"1,154"
Chlamydia,2010,Rhode Island,0-14,29
Chlamydia,2010,Rhode Island,15-19,"1,139"
Chlamydia,2011,Rhode Island,0-14,35
Chlamydia,2011,Rhode Island,15-19,"1,338"
Chlamydia,2012,Rhode Island,0-14,39
Chlamydia,2012,Rhode Island,15-19,"1,409"
Chlamydia,2013,Rhode Island,0-14,37
Chlamydia,2013,Rhode Island,15-19,"1,191"
Chlamydia,2014,Rhode Island,0-14,23
Chlamydia,2014,Rhode Island,15-19,"1,144"
Chlamydia,2015,Rhode Island,0-14,22
Chlamydia,2015,Rhode Island,15-19,"1,024"
Chlamydia,2016,Rhode Island,0-14,24
Chlamydia,2016,Rhode Island,15-19,"1,268"
Chlamydia,2017,Rhode Island,0-14,39
Chlamydia,2017,Rhode Island,15-19,"1,503"
Chlamydia,2018,Rhode Island,0-14,26
Chlamydia,2018,Rhode Island,15-19,"1,392"
Chlamydia,2019,Rhode Island,0-14,31
Chlamydia,2019,Rhode Island,15-19,"1,381"
Chlamydia,2020,Rhode Island,0-14,20
Chlamydia,2020,Rhode Island,15-19,"1,099"
Chlamydia,2021,Rhode Island,0-14,17
Chlamydia,2021,Rhode Island,15-19,"1,097"
"Early Non-Primary, Non-Secondary Syphilis",2000,Rhode Island,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2000,Rhode Island,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2001,Rhode Island,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2001,Rhode Island,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2002,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2005,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Rhode Island,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2010,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2011,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Rhode Island,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2013,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2014,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2015,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Rhode Island,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2016,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Rhode Island,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2017,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2018,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Rhode Island,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2019,Rhode Island,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Rhode Island,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Rhode Island,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2020,Rhode Island,15-19,4
"Early Non-Primary, Non-Secondary Syphilis",2021,Rhode Island,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2021,Rhode Island,15-19,3
Gonorrhea,2000,Rhode Island,0-14,14
Gonorrhea,2000,Rhode Island,15-19,206
Gonorrhea,2001,Rhode Island,0-14,16
Gonorrhea,2001,Rhode Island,15-19,262
Gonorrhea,2002,Rhode Island,0-14,17
Gonorrhea,2002,Rhode Island,15-19,243
Gonorrhea,2003,Rhode Island,0-14,13
Gonorrhea,2003,Rhode Island,15-19,277
Gonorrhea,2004,Rhode Island,0-14,9
Gonorrhea,2004,Rhode Island,15-19,197
Gonorrhea,2005,Rhode Island,0-14,4
Gonorrhea,2005,Rhode Island,15-19,102
Gonorrhea,2006,Rhode Island,0-14,4
Gonorrhea,2006,Rhode Island,15-19,135
Gonorrhea,2007,Rhode Island,0-14,2
Gonorrhea,2007,Rhode Island,15-19,81
Gonorrhea,2008,Rhode Island,0-14,3
Gonorrhea,2008,Rhode Island,15-19,71
Gonorrhea,2009,Rhode Island,0-14,3
Gonorrhea,2009,Rhode Island,15-19,65
Gonorrhea,2010,Rhode Island,0-14,4
Gonorrhea,2010,Rhode Island,15-19,63
Gonorrhea,2011,Rhode Island,0-14,1
Gonorrhea,2011,Rhode Island,15-19,84
Gonorrhea,2012,Rhode Island,0-14,3
Gonorrhea,2012,Rhode Island,15-19,115
Gonorrhea,2013,Rhode Island,0-14,0
Gonorrhea,2013,Rhode Island,15-19,76
Gonorrhea,2014,Rhode Island,0-14,3
Gonorrhea,2014,Rhode Island,15-19,65
Gonorrhea,2015,Rhode Island,0-14,1
Gonorrhea,2015,Rhode Island,15-19,66
Gonorrhea,2016,Rhode Island,0-14,1
Gonorrhea,2016,Rhode Island,15-19,66
Gonorrhea,2017,Rhode Island,0-14,5
Gonorrhea,2017,Rhode Island,15-19,176
Gonorrhea,2018,Rhode Island,0-14,5
Gonorrhea,2018,Rhode Island,15-19,180
Gonorrhea,2019,Rhode Island,0-14,3
Gonorrhea,2019,Rhode Island,15-19,144
Gonorrhea,2020,Rhode Island,0-14,1
Gonorrhea,2020,Rhode Island,15-19,177
Gonorrhea,2021,Rhode Island,0-14,3
Gonorrhea,2021,Rhode Island,15-19,180
Primary and Secondary Syphilis,2000,Rhode Island,0-14,0
Primary and Secondary Syphilis,2000,Rhode Island,15-19,2
Primary and Secondary Syphilis,2001,Rhode Island,0-14,0
Primary and Secondary Syphilis,2001,Rhode Island,15-19,0
Primary and Secondary Syphilis,2002,Rhode Island,0-14,0
Primary and Secondary Syphilis,2002,Rhode Island,15-19,2
Primary and Secondary Syphilis,2003,Rhode Island,0-14,0
Primary and Secondary Syphilis,2003,Rhode Island,15-19,0
Primary and Secondary Syphilis,2004,Rhode Island,0-14,0
Primary and Secondary Syphilis,2004,Rhode Island,15-19,1
Primary and Secondary Syphilis,2005,Rhode Island,0-14,0
Primary and Secondary Syphilis,2005,Rhode Island,15-19,0
Primary and Secondary Syphilis,2006,Rhode Island,0-14,0
Primary and Secondary Syphilis,2006,Rhode Island,15-19,1
Primary and Secondary Syphilis,2007,Rhode Island,0-14,0
Primary and Secondary Syphilis,2007,Rhode Island,15-19,2
Primary and Secondary Syphilis,2008,Rhode Island,0-14,0
Primary and Secondary Syphilis,2008,Rhode Island,15-19,0
Primary and Secondary Syphilis,2009,Rhode Island,0-14,0
Primary and Secondary Syphilis,2009,Rhode Island,15-19,1
Primary and Secondary Syphilis,2010,Rhode Island,0-14,0
Primary and Secondary Syphilis,2010,Rhode Island,15-19,1
Primary and Secondary Syphilis,2011,Rhode Island,0-14,0
Primary and Secondary Syphilis,2011,Rhode Island,15-19,1
Primary and Secondary Syphilis,2012,Rhode Island,0-14,0
Primary and Secondary Syphilis,2012,Rhode Island,15-19,2
Primary and Secondary Syphilis,2013,Rhode Island,0-14,0
Primary and Secondary Syphilis,2013,Rhode Island,15-19,1
Primary and Secondary Syphilis,2014,Rhode Island,0-14,0
Primary and Secondary Syphilis,2014,Rhode Island,15-19,2
Primary and Secondary Syphilis,2015,Rhode Island,0-14,0
Primary and Secondary Syphilis,2015,Rhode Island,15-19,5
Primary and Secondary Syphilis,2016,Rhode Island,0-14,0
Primary and Secondary Syphilis,2016,Rhode Island,15-19,5
Primary and Secondary Syphilis,2017,Rhode Island,0-14,0
Primary and Secondary Syphilis,2017,Rhode Island,15-19,6
Primary and Secondary Syphilis,2018,Rhode Island,0-14,1
Primary and Secondary Syphilis,2018,Rhode Island,15-19,4
Primary and Secondary Syphilis,2019,Rhode Island,0-14,0
Primary and Secondary Syphilis,2019,Rhode Island,15-19,4
Primary and Secondary Syphilis,2020,Rhode Island,0-14,0
Primary and Secondary Syphilis,2020,Rhode Island,15-19,6
Primary and Secondary Syphilis,2021,Rhode Island,0-14,0
Primary and Secondary Syphilis,2021,Rhode Island,15-19,10
Chlamydia,2000,South Carolina,0-14,232
Chlamydia,2000,South Carolina,15-19,"3,807"
Chlamydia,2001,South Carolina,0-14,361
Chlamydia,2001,South Carolina,15-19,"5,745"
Chlamydia,2002,South Carolina,0-14,295
Chlamydia,2002,South Carolina,15-19,"5,410"
Chlamydia,2003,South Carolina,0-14,282
Chlamydia,2003,South Carolina,15-19,"5,537"
Chlamydia,2004,South Carolina,0-14,283
Chlamydia,2004,South Carolina,15-19,"6,664"
Chlamydia,2005,South Carolina,0-14,283
Chlamydia,2005,South Carolina,15-19,"6,675"
Chlamydia,2006,South Carolina,0-14,316
Chlamydia,2006,South Carolina,15-19,"8,200"
Chlamydia,2007,South Carolina,0-14,371
Chlamydia,2007,South Carolina,15-19,"9,620"
Chlamydia,2008,South Carolina,0-14,364
Chlamydia,2008,South Carolina,15-19,"9,816"
Chlamydia,2009,South Carolina,0-14,345
Chlamydia,2009,South Carolina,15-19,"10,400"
Chlamydia,2010,South Carolina,0-14,315
Chlamydia,2010,South Carolina,15-19,"9,613"
Chlamydia,2011,South Carolina,0-14,333
Chlamydia,2011,South Carolina,15-19,"10,024"
Chlamydia,2012,South Carolina,0-14,294
Chlamydia,2012,South Carolina,15-19,"8,697"
Chlamydia,2013,South Carolina,0-14,226
Chlamydia,2013,South Carolina,15-19,"7,459"
Chlamydia,2014,South Carolina,0-14,293
Chlamydia,2014,South Carolina,15-19,"7,922"
Chlamydia,2015,South Carolina,0-14,261
Chlamydia,2015,South Carolina,15-19,"7,661"
Chlamydia,2016,South Carolina,0-14,219
Chlamydia,2016,South Carolina,15-19,"8,126"
Chlamydia,2017,South Carolina,0-14,292
Chlamydia,2017,South Carolina,15-19,"9,451"
Chlamydia,2018,South Carolina,0-14,295
Chlamydia,2018,South Carolina,15-19,"10,147"
Chlamydia,2019,South Carolina,0-14,329
Chlamydia,2019,South Carolina,15-19,"10,670"
Chlamydia,2020,South Carolina,0-14,293
Chlamydia,2020,South Carolina,15-19,"9,557"
Chlamydia,2021,South Carolina,0-14,296
Chlamydia,2021,South Carolina,15-19,"9,694"
"Early Non-Primary, Non-Secondary Syphilis",2000,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,South Carolina,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,South Carolina,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,South Carolina,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,South Carolina,15-19,12
"Early Non-Primary, Non-Secondary Syphilis",2004,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2004,South Carolina,15-19,9
"Early Non-Primary, Non-Secondary Syphilis",2005,South Carolina,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2005,South Carolina,15-19,16
"Early Non-Primary, Non-Secondary Syphilis",2006,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,South Carolina,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2007,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,South Carolina,15-19,5
"Early Non-Primary, Non-Secondary Syphilis",2008,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,South Carolina,15-19,13
"Early Non-Primary, Non-Secondary Syphilis",2009,South Carolina,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2009,South Carolina,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2010,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,South Carolina,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2011,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,South Carolina,15-19,33
"Early Non-Primary, Non-Secondary Syphilis",2012,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,South Carolina,15-19,24
"Early Non-Primary, Non-Secondary Syphilis",2013,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,South Carolina,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2014,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,South Carolina,15-19,19
"Early Non-Primary, Non-Secondary Syphilis",2015,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,South Carolina,15-19,21
"Early Non-Primary, Non-Secondary Syphilis",2016,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,South Carolina,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2017,South Carolina,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2017,South Carolina,15-19,34
"Early Non-Primary, Non-Secondary Syphilis",2018,South Carolina,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,South Carolina,15-19,31
"Early Non-Primary, Non-Secondary Syphilis",2019,South Carolina,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,South Carolina,15-19,31
"Early Non-Primary, Non-Secondary Syphilis",2020,South Carolina,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2020,South Carolina,15-19,40
"Early Non-Primary, Non-Secondary Syphilis",2021,South Carolina,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2021,South Carolina,15-19,38
Gonorrhea,2000,South Carolina,0-14,157
Gonorrhea,2000,South Carolina,15-19,"2,205"
Gonorrhea,2001,South Carolina,0-14,214
Gonorrhea,2001,South Carolina,15-19,"2,786"
Gonorrhea,2002,South Carolina,0-14,155
Gonorrhea,2002,South Carolina,15-19,"2,256"
Gonorrhea,2003,South Carolina,0-14,114
Gonorrhea,2003,South Carolina,15-19,"2,232"
Gonorrhea,2004,South Carolina,0-14,110
Gonorrhea,2004,South Carolina,15-19,"2,438"
Gonorrhea,2005,South Carolina,0-14,84
Gonorrhea,2005,South Carolina,15-19,"2,283"
Gonorrhea,2006,South Carolina,0-14,107
Gonorrhea,2006,South Carolina,15-19,"2,800"
Gonorrhea,2007,South Carolina,0-14,98
Gonorrhea,2007,South Carolina,15-19,"2,825"
Gonorrhea,2008,South Carolina,0-14,104
Gonorrhea,2008,South Carolina,15-19,"2,988"
Gonorrhea,2009,South Carolina,0-14,89
Gonorrhea,2009,South Carolina,15-19,"2,667"
Gonorrhea,2010,South Carolina,0-14,90
Gonorrhea,2010,South Carolina,15-19,"2,511"
Gonorrhea,2011,South Carolina,0-14,93
Gonorrhea,2011,South Carolina,15-19,"2,490"
Gonorrhea,2012,South Carolina,0-14,70
Gonorrhea,2012,South Carolina,15-19,"1,951"
Gonorrhea,2013,South Carolina,0-14,53
Gonorrhea,2013,South Carolina,15-19,"1,563"
Gonorrhea,2014,South Carolina,0-14,61
Gonorrhea,2014,South Carolina,15-19,"1,797"
Gonorrhea,2015,South Carolina,0-14,62
Gonorrhea,2015,South Carolina,15-19,"1,588"
Gonorrhea,2016,South Carolina,0-14,49
Gonorrhea,2016,South Carolina,15-19,"1,886"
Gonorrhea,2017,South Carolina,0-14,91
Gonorrhea,2017,South Carolina,15-19,"2,612"
Gonorrhea,2018,South Carolina,0-14,89
Gonorrhea,2018,South Carolina,15-19,"2,855"
Gonorrhea,2019,South Carolina,0-14,77
Gonorrhea,2019,South Carolina,15-19,"2,747"
Gonorrhea,2020,South Carolina,0-14,97
Gonorrhea,2020,South Carolina,15-19,"3,062"
Gonorrhea,2021,South Carolina,0-14,78
Gonorrhea,2021,South Carolina,15-19,"2,868"
Primary and Secondary Syphilis,2000,South Carolina,0-14,1
Primary and Secondary Syphilis,2000,South Carolina,15-19,21
Primary and Secondary Syphilis,2001,South Carolina,0-14,0
Primary and Secondary Syphilis,2001,South Carolina,15-19,16
Primary and Secondary Syphilis,2002,South Carolina,0-14,0
Primary and Secondary Syphilis,2002,South Carolina,15-19,12
Primary and Secondary Syphilis,2003,South Carolina,0-14,0
Primary and Secondary Syphilis,2003,South Carolina,15-19,10
Primary and Secondary Syphilis,2004,South Carolina,0-14,0
Primary and Secondary Syphilis,2004,South Carolina,15-19,5
Primary and Secondary Syphilis,2005,South Carolina,0-14,2
Primary and Secondary Syphilis,2005,South Carolina,15-19,5
Primary and Secondary Syphilis,2006,South Carolina,0-14,0
Primary and Secondary Syphilis,2006,South Carolina,15-19,6
Primary and Secondary Syphilis,2007,South Carolina,0-14,0
Primary and Secondary Syphilis,2007,South Carolina,15-19,9
Primary and Secondary Syphilis,2008,South Carolina,0-14,0
Primary and Secondary Syphilis,2008,South Carolina,15-19,8
Primary and Secondary Syphilis,2009,South Carolina,0-14,0
Primary and Secondary Syphilis,2009,South Carolina,15-19,15
Primary and Secondary Syphilis,2010,South Carolina,0-14,1
Primary and Secondary Syphilis,2010,South Carolina,15-19,21
Primary and Secondary Syphilis,2011,South Carolina,0-14,0
Primary and Secondary Syphilis,2011,South Carolina,15-19,19
Primary and Secondary Syphilis,2012,South Carolina,0-14,0
Primary and Secondary Syphilis,2012,South Carolina,15-19,21
Primary and Secondary Syphilis,2013,South Carolina,0-14,0
Primary and Secondary Syphilis,2013,South Carolina,15-19,17
Primary and Secondary Syphilis,2014,South Carolina,0-14,0
Primary and Secondary Syphilis,2014,South Carolina,15-19,14
Primary and Secondary Syphilis,2015,South Carolina,0-14,0
Primary and Secondary Syphilis,2015,South Carolina,15-19,11
Primary and Secondary Syphilis,2016,South Carolina,0-14,0
Primary and Secondary Syphilis,2016,South Carolina,15-19,21
Primary and Secondary Syphilis,2017,South Carolina,0-14,1
Primary and Secondary Syphilis,2017,South Carolina,15-19,25
Primary and Secondary Syphilis,2018,South Carolina,0-14,0
Primary and Secondary Syphilis,2018,South Carolina,15-19,24
Primary and Secondary Syphilis,2019,South Carolina,0-14,0
Primary and Secondary Syphilis,2019,South Carolina,15-19,23
Primary and Secondary Syphilis,2020,South Carolina,0-14,3
Primary and Secondary Syphilis,2020,South Carolina,15-19,25
Primary and Secondary Syphilis,2021,South Carolina,0-14,0
Primary and Secondary Syphilis,2021,South Carolina,15-19,33
Chlamydia,2000,South Dakota,0-14,34
Chlamydia,2000,South Dakota,15-19,740
Chlamydia,2001,South Dakota,0-14,29
Chlamydia,2001,South Dakota,15-19,703
Chlamydia,2002,South Dakota,0-14,43
Chlamydia,2002,South Dakota,15-19,825
Chlamydia,2003,South Dakota,0-14,33
Chlamydia,2003,South Dakota,15-19,"1,008"
Chlamydia,2004,South Dakota,0-14,34
Chlamydia,2004,South Dakota,15-19,878
Chlamydia,2005,South Dakota,0-14,48
Chlamydia,2005,South Dakota,15-19,945
Chlamydia,2006,South Dakota,0-14,45
Chlamydia,2006,South Dakota,15-19,913
Chlamydia,2007,South Dakota,0-14,37
Chlamydia,2007,South Dakota,15-19,838
Chlamydia,2008,South Dakota,0-14,31
Chlamydia,2008,South Dakota,15-19,972
Chlamydia,2009,South Dakota,0-14,16
Chlamydia,2009,South Dakota,15-19,848
Chlamydia,2010,South Dakota,0-14,24
Chlamydia,2010,South Dakota,15-19,971
Chlamydia,2011,South Dakota,0-14,38
Chlamydia,2011,South Dakota,15-19,"1,025"
Chlamydia,2012,South Dakota,0-14,44
Chlamydia,2012,South Dakota,15-19,"1,194"
Chlamydia,2013,South Dakota,0-14,49
Chlamydia,2013,South Dakota,15-19,"1,098"
Chlamydia,2014,South Dakota,0-14,41
Chlamydia,2014,South Dakota,15-19,"1,136"
Chlamydia,2015,South Dakota,0-14,39
Chlamydia,2015,South Dakota,15-19,999
Chlamydia,2016,South Dakota,0-14,28
Chlamydia,2016,South Dakota,15-19,"1,179"
Chlamydia,2017,South Dakota,0-14,41
Chlamydia,2017,South Dakota,15-19,"1,096"
Chlamydia,2018,South Dakota,0-14,40
Chlamydia,2018,South Dakota,15-19,"1,094"
Chlamydia,2019,South Dakota,0-14,41
Chlamydia,2019,South Dakota,15-19,"1,143"
Chlamydia,2020,South Dakota,0-14,37
